name,FID,cx,cy,county,st,year,total,noncitizen,citizen,rate
Sandoval,35043,301.0534712965975,364.63999812436055,"Sandoval County, New Mexico",NA,2023,151538,3657,147881,2.413256081
Clark,16033,234.5059093350817,155.3690206612837,"Clark County, Idaho",NA,2023,776,123,653,15.85051546
Charlevoix,26029,671.8721642377648,146.4781602148737,"Charlevoix County, Michigan",NA,2023,26143,135,26008,0.516390621
Lenawee,26091,697.5967700050596,219.373966494618,"Lenawee County, Michigan",NA,2023,98823,1092,97731,1.10500592
Wabasha,27157,559.1553785662827,175.70805513768025,"Wabasha County, Minnesota",NA,2023,21519,144,21375,0.669176077
Clay,29047,525.4217176650458,290.6459687752159,"Clay County, Missouri",NA,2023,255566,5209,250357,2.038221047
Lincoln,40081,481.9309135601503,373.6176493507797,"Lincoln County, Oklahoma",NA,2023,33917,203,33714,0.598519916
Hardeman,47069,626.7460092781924,380.3279926929281,"Hardeman County, Tennessee",NA,2023,25477,148,25329,0.58091612
Koochiching,27071,532.6610957884361,88.1936873638972,"Koochiching County, Minnesota",NA,2023,11950,168,11782,1.405857741
Norman,27107,490.97957245098195,108.45879363755455,"Norman County, Minnesota",NA,2023,6411,74,6337,1.154266105
Clark,17023,640.5382209099537,284.4031863185785,"Clark County, Illinois",NA,2023,15328,107,15221,0.698068894
Becker,27005,503.10071093165413,117.29395589950028,"Becker County, Minnesota",NA,2023,35260,228,35032,0.646625071
Harrison,19085,501.10529172108164,236.68770148347335,"Harrison County, Iowa",NA,2023,14645,47,14598,0.320928645
Coahoma,28027,598.5185296489449,404.5798593166835,"Coahoma County, Mississippi",NA,2023,20808,242,20566,1.163014225
Quay,35037,354.7839658751238,384.6716189533954,"Quay County, New Mexico",NA,2023,8616,95,8521,1.102599814
Middlesex,34023,864.6335143613604,223.95246551420632,"Middlesex County, New Jersey",NA,2023,861535,125892,735643,14.612523
Pendleton,54071,788.6610302717075,280.0212246135384,"Pendleton County, West Virginia",NA,2023,6111,5,6106,0.081819669
Ashley,05003,577.827829395242,429.13295529832476,"Ashley County, Arkansas",NA,2023,18722,277,18445,1.479542784
Sunflower,28133,599.2523636301576,421.2700407826913,"Sunflower County, Mississippi",NA,2023,25328,304,25024,1.200252685
Tunica,28143,602.162947412329,395.873851969988,"Tunica County, Mississippi",NA,2023,9586,25,9561,0.260796996
Putnam,29171,549.1172213908046,263.34277860149336,"Putnam County, Missouri",NA,2023,4675,13,4662,0.278074866
Schuyler,29197,557.6415468229952,263.41661123273485,"Schuyler County, Missouri",NA,2023,4044,10,4034,0.247279921
Ritchie,54085,757.0955189921059,273.69821531631993,"Ritchie County, West Virginia",NA,2023,8372,49,8323,0.585284281
Tyler,54095,758.8795288058732,266.3069665012674,"Tyler County, West Virginia",NA,2023,8181,0,8181,0
Floyd,51063,777.3268274378312,322.6568493154387,"Floyd County, Virginia",NA,2023,15560,173,15387,1.111825193
McCone,30055,347.32750668498653,92.88598440081361,"McCone County, Montana",NA,2023,1818,0,1818,0
Shawnee,20177,502.1675199712587,297.1652984955068,"Shawnee County, Kansas",NA,2023,178315,4519,173796,2.534279225
DeKalb,18033,683.3796439144264,232.52318283306298,"DeKalb County, Indiana",NA,2023,43584,269,43315,0.617198972
Moody,46101,487.1155883979846,183.31996310506395,"Moody County, South Dakota",NA,2023,6371,151,6220,2.370114582
St. Helena,22091,600.813002987904,482.2193458520667,"St. Helena Parish, Louisiana",NA,2023,10849,226,10623,2.083141303
Iron,55051,588.376552596336,129.58552559225615,"Iron County, Wisconsin",NA,2023,6164,25,6139,0.405580792
Ward,48475,361.3289233391555,464.34182355459666,"Ward County, Texas",NA,2023,11255,365,10890,3.24300311
Wichita,48485,447.5423871393054,412.32327483581423,"Wichita County, Texas",NA,2023,129842,4856,124986,3.739930069
Willacy,48489,463.85442998024484,583.6146292131567,"Willacy County, Texas",NA,2023,20218,1654,18564,8.180828964
Richland,22083,578.2940552994279,446.58813285899805,"Richland Parish, Louisiana",NA,2023,19908,22,19886,0.110508338
Clark,29045,570.8814244656419,264.48336762244116,"Clark County, Missouri",NA,2023,6680,14,6666,0.209580838
Marion,54049,770.6937242910357,263.7889097743297,"Marion County, West Virginia",NA,2023,56042,265,55777,0.472859641
Wood,54107,749.5731238758815,274.36949786112945,"Wood County, West Virginia",NA,2023,83829,306,83523,0.365028809
Harrison,54033,768.5422250208835,269.3115861275333,"Harrison County, West Virginia",NA,2023,65407,223,65184,0.340942101
Valley,30105,337.0348179785451,74.74630308946477,"Valley County, Montana",NA,2023,7540,43,7497,0.570291777
Essex,25009,908.4386060032092,159.1915614428218,"Essex County, Massachusetts",NA,2023,807258,66123,741135,8.191061594
Carter,47019,748.4977052185318,342.3186032469706,"Carter County, Tennessee",NA,2023,56462,862,55600,1.526690518
Robertson,47147,662.6992618176764,347.2901505768996,"Robertson County, Tennessee",NA,2023,74291,2694,71597,3.626280438
Chicot,05017,586.6317188055484,427.33029362522706,"Chicot County, Arkansas",NA,2023,9997,117,9880,1.170351105
Hamilton,18057,668.8656674643038,264.6558264071807,"Hamilton County, Indiana",NA,2023,357176,16516,340660,4.624050888
Howard,18067,666.7901863753232,255.3976412923276,"Howard County, Indiana",NA,2023,83610,572,83038,0.684128693
Marion,18097,668.0791742024414,271.4461137169518,"Marion County, Indiana",NA,2023,971822,74212,897610,7.636377855
Montgomery,18107,654.539825300769,266.82763684674336,"Montgomery County, Indiana",NA,2023,38155,747,37408,1.957803695
Madison,28089,611.4151824145542,440.77531300889166,"Madison County, Mississippi",NA,2023,110303,2764,107539,2.505824864
Chippewa,26033,677.4985431994947,120.97034611128217,"Chippewa County, Michigan",NA,2023,36448,520,35928,1.426690079
Mackinac,26097,667.104651361682,125.34803747400768,"Mackinac County, Michigan",NA,2023,10865,449,10416,4.132535665
Nassau,12089,772.502544389442,468.60665519438436,"Nassau County, Florida",NA,2023,94653,1208,93445,1.276240584
Taylor,54091,774.1426218590931,267.5118741662882,"Taylor County, West Virginia",NA,2023,16543,16,16527,0.096717645
Bradley,47011,702.3724093079386,374.22555033046694,"Bradley County, Tennessee",NA,2023,109743,3405,106338,3.102703589
Madison,12079,742.0255372019283,476.9630426264879,"Madison County, Florida",NA,2023,18113,351,17762,1.937834704
Holmes,28051,609.4788677205432,429.3372490263327,"Holmes County, Mississippi",NA,2023,16491,24,16467,0.145533928
Weakley,47183,629.8195116624387,355.48125967606603,"Weakley County, Tennessee",NA,2023,32959,437,32522,1.325889742
Goodhue,27049,550.0103789952759,174.48035743016368,"Goodhue County, Minnesota",NA,2023,47844,870,46974,1.818409832
Greene,29077,545.554512626062,337.41916968857197,"Greene County, Missouri",NA,2023,301121,5526,295595,1.835142684
Randolph,01111,696.2796582761993,417.871674775466,"Randolph County, Alabama",NA,2023,22310,156,22154,0.69923801
DoÃ±a Ana,35013,291.7273761896704,438.89631911697546,"Doña Ana County, New Mexico",NA,2023,221665,16654,205011,7.513139197
Union,42119,817.9912185467308,220.9489546928574,"Union County, Pennsylvania",NA,2023,42570,1123,41447,2.638007987
Sully,46119,431.6021031760521,165.97711554446718,"Sully County, South Dakota",NA,2023,1481,61,1420,4.118838623
Carroll,33003,897.5496823410693,136.4119426366089,"Carroll County, New Hampshire",NA,2023,51259,268,50991,0.522835014
Roanoke,51770,783.3944434219264,313.39039560250103,"Roanoke city, Virginia",NA,2023,98677,4743,93934,4.806591202
Louisa,19115,578.2896788649823,245.1491392835802,"Louisa County, Iowa",NA,2023,10710,530,10180,4.948646125
Page,19145,512.5122787144456,258.26252460895836,"Page County, Iowa",NA,2023,15168,81,15087,0.534018987
Kershaw,45055,783.0875303667796,381.7166962771573,"Kershaw County, South Carolina",NA,2023,66924,1082,65842,1.616759309
Power,16077,221.61672867730695,189.74346612637686,"Power County, Idaho",NA,2023,8018,635,7383,7.919680718
Coos,41011,42.72979363948259,134.98957934679282,"Coos County, Oregon",NA,2023,64832,1131,63701,1.744508885
Douglas,41019,57.37890799246381,139.6551714380103,"Douglas County, Oregon",NA,2023,111807,1011,110796,0.904236765
Crawford,55023,582.3555802492298,199.01147381332197,"Crawford County, Wisconsin",NA,2023,16064,156,15908,0.971115538
Alleghany,51005,778.7123619611023,303.52686911265187,"Alleghany County, Virginia",NA,2023,14962,95,14867,0.634941853
Giles,51071,770.2774777651837,314.98562509651185,"Giles County, Virginia",NA,2023,16610,59,16551,0.355207706
Columbia,12023,759.0252623606282,480.9543347132896,"Columbia County, Florida",NA,2023,70755,1464,69291,2.069111724
Ramsey,27123,544.5196025220978,160.0379455054299,"Ramsey County, Minnesota",NA,2023,544438,32237,512201,5.92115172
Uintah,49047,266.5690135323082,255.66978580883872,"Uintah County, Utah",NA,2023,36458,565,35893,1.549728455
Franklin,51067,786.5826671113881,319.7477170518547,"Franklin County, Virginia",NA,2023,54958,638,54320,1.160886495
Kalawao,15005,285.99586716179164,551.9097858103555,"Kalawao County, Hawaii",NA,2023,43,2,41,4.651162791
Atchison,20005,509.9100710411106,285.8368632808749,"Atchison County, Kansas",NA,2023,16211,115,16096,0.709394855
Windham,09015,896.8642262540642,182.78986189932303,,,,,,,
New London,09011,896.9407631206059,190.61936083815363,,,,,,,
Clackamas,41005,84.39211274507885,99.76947562510142,"Clackamas County, Oregon",NA,2023,422308,14342,407966,3.396099529
Shelby,48419,533.6108620508928,462.44809280516455,"Shelby County, Texas",NA,2023,24108,1204,22904,4.994192799
Columbiana,39029,757.325658333488,237.22522516339274,"Columbiana County, Ohio",NA,2023,101203,431,100772,0.425876703
Kings,06031,69.66070291158792,312.7121069416667,"Kings County, California",NA,2023,152830,18514,134316,12.11411372
Mendocino,06045,28.270372663379014,220.04623995969578,"Mendocino County, California",NA,2023,90709,6271,84438,6.913316209
Douglas,08035,343.0360943431333,283.61619341015563,"Douglas County, Colorado",NA,2023,368283,12433,355850,3.37593644
Kendall,48259,444.86561364544673,504.29236615725057,"Kendall County, Texas",NA,2023,46971,2411,44560,5.132954376
Boone,05009,550.6965284325385,359.02206417184243,"Boone County, Arkansas",NA,2023,37896,338,37558,0.891914714
Logan,40083,471.24191424023735,369.6157228016163,"Logan County, Oklahoma",NA,2023,50905,1196,49709,2.349474511
Oneida,36065,833.6431003387102,164.92264244662866,"Oneida County, New York",NA,2023,229645,8125,221520,3.538069629
Macon,37113,728.6084288393732,371.0931019401011,"Macon County, North Carolina",NA,2023,37533,1198,36335,3.191857832
Essex,36031,855.7233813236486,139.03745431822176,"Essex County, New York",NA,2023,37077,674,36403,1.817838552
Bath,51017,784.3975440505712,295.0018587016001,"Bath County, Virginia",NA,2023,4123,27,4096,0.654862964
Boone,54005,749.9120299112979,300.79134100333386,"Boone County, West Virginia",NA,2023,21312,38,21274,0.178303303
Fayette,54019,760.4136061309691,299.57524187977253,"Fayette County, West Virginia",NA,2023,39987,112,39875,0.28009103
Kanawha,54039,752.5428383436836,293.26511905516304,"Kanawha County, West Virginia",NA,2023,178198,1288,176910,0.722791502
Rio Blanco,08103,286.65839553266744,262.5013321045182,"Rio Blanco County, Colorado",NA,2023,6518,186,6332,2.853636085
Morgan,18109,663.5607359222647,278.9371690356086,"Morgan County, Indiana",NA,2023,72202,450,71752,0.623251433
LaSalle,22059,571.5073855317746,464.0768473137275,"LaSalle Parish, Louisiana",NA,2023,14804,138,14666,0.932180492
Moniteau,29135,557.7033763447895,306.9771635654451,"Moniteau County, Missouri",NA,2023,15303,186,15117,1.215447951
Crawford,42039,763.9119845506472,214.87768514759688,"Crawford County, Pennsylvania",NA,2023,83189,382,82807,0.459195326
Rowan,21205,719.4563399861007,302.1804660937797,"Rowan County, Kentucky",NA,2023,24525,329,24196,1.341488277
Williamson,47187,663.6565501529558,361.2599164260064,"Williamson County, Tennessee",NA,2023,254609,11266,243343,4.424823946
Sargent,38081,472.3254063519253,135.7395120674777,"Sargent County, North Dakota",NA,2023,3822,49,3773,1.282051282
Lewis,16061,181.77939249694816,98.54331418352703,"Lewis County, Idaho",NA,2023,3649,11,3638,0.301452453
Nez Perce,16069,173.3946594128228,93.56014844569151,"Nez Perce County, Idaho",NA,2023,42477,270,42207,0.63563811
Jewell,20089,459.70351844849915,279.73168661424006,"Jewell County, Kansas",NA,2023,2909,26,2883,0.893777931
Marshall,20117,488.9928107963678,280.1857784200483,"Marshall County, Kansas",NA,2023,10001,31,9970,0.309969003
Nemaha,20131,497.7840966430098,280.2175524508922,"Nemaha County, Kansas",NA,2023,10213,63,10150,0.616860864
Adair,40001,522.496022865987,369.3690428044333,"Adair County, Oklahoma",NA,2023,19595,232,19363,1.183975504
Clay,37043,723.1011215114725,373.5982137984453,"Clay County, North Carolina",NA,2023,11391,121,11270,1.062242121
Oconee,45073,735.9207433384362,379.3250734950628,"Oconee County, South Carolina",NA,2023,79566,2024,77542,2.543800116
Crawford,05033,529.6541734502134,376.19090964515243,"Crawford County, Arkansas",NA,2023,60792,1279,59513,2.103895249
Kearny,20093,403.81677131238473,318.42696946365675,"Kearny County, Kansas",NA,2023,3910,354,3556,9.05370844
Marion,28091,617.2913575344393,471.65362589980384,"Marion County, Mississippi",NA,2023,24303,89,24214,0.366209933
Yalobusha,28161,615.3652027211431,408.0839227266399,"Yalobusha County, Mississippi",NA,2023,12439,1,12438,0.008039231
Furnas,31065,430.82189833281075,269.82891324449315,"Furnas County, Nebraska",NA,2023,4605,54,4551,1.172638436
Cowlitz,53015,84.27754498179166,76.10320392736831,"Cowlitz County, Washington",NA,2023,111539,2474,109065,2.218058258
Limestone,01083,664.3671036396513,386.16310306949964,"Limestone County, Alabama",NA,2023,107577,1979,105598,1.839612557
Calhoun,12013,708.483463474228,482.43258239995197,"Calhoun County, Florida",NA,2023,13593,277,13316,2.037813581
Citrus,12017,765.7443851227658,510.73851268620376,"Citrus County, Florida",NA,2023,158693,2329,156364,1.467613568
Issaquena,28055,591.7303807545917,437.47378559916694,"Issaquena County, Mississippi",NA,2023,1095,0,1095,0
Harrison,18061,672.2789926202585,307.490609293263,"Harrison County, Indiana",NA,2023,39785,327,39458,0.821917808
Morton,20129,394.2804285915918,336.4221712165903,"Morton County, Kansas",NA,2023,2647,157,2490,5.931242917
Spartanburg,45083,755.3789909275449,372.1947514598246,"Spartanburg County, South Carolina",NA,2023,338096,14033,324063,4.15059628
Ottawa,20143,469.25615212072717,294.8749662580869,"Ottawa County, Kansas",NA,2023,5782,45,5737,0.778277413
Treasure,30103,321.5693083330809,122.68745106061456,"Treasure County, Montana",NA,2023,761,15,746,1.97109067
Dixon,31051,483.54319752342883,218.14932941552735,"Dixon County, Nebraska",NA,2023,5561,351,5210,6.311814422
Burnett,55013,556.1058712589947,140.24081720710936,"Burnett County, Wisconsin",NA,2023,16741,62,16679,0.370348247
Dane,55025,606.3489770211776,201.20100888157828,"Dane County, Wisconsin",NA,2023,564777,28833,535944,5.105200814
Assumption,22007,595.3274659080201,503.4125265637807,"Assumption Parish, Louisiana",NA,2023,20720,222,20498,1.071428571
Wayne,42127,844.2349293641014,199.27466724124065,"Wayne County, Pennsylvania",NA,2023,51189,456,50733,0.890816386
Otsego,36077,842.5474035656097,176.38462831181852,"Otsego County, New York",NA,2023,59738,1163,58575,1.946834511
Garvin,40049,472.97550018192806,396.50962433215346,"Garvin County, Oklahoma",NA,2023,25779,649,25130,2.517553047
Hamilton,36041,846.3132463957118,151.88033612818907,"Hamilton County, New York",NA,2023,5102,11,5091,0.215601725
Madison,05087,539.4862719534075,366.33770076620556,"Madison County, Arkansas",NA,2023,17032,396,16636,2.325035228
Susquehanna,42115,834.5183327130683,197.69347801337048,"Susquehanna County, Pennsylvania",NA,2023,38349,305,38044,0.795327127
Franklin,12037,715.9360994567073,493.4264249053408,"Franklin County, Florida",NA,2023,12418,306,12112,2.464164922
Gadsden,12039,719.5590669774384,477.74576320944936,"Gadsden County, Florida",NA,2023,43642,1532,42110,3.510379909
Gulf,12045,709.1578652568564,493.19307682045695,"Gulf County, Florida",NA,2023,14772,277,14495,1.875169239
Jefferson,12065,733.4213930611338,479.0692300348784,"Jefferson County, Florida",NA,2023,14713,158,14555,1.073880242
Pinellas,12103,765.0023450647357,534.2183967031749,"Pinellas County, Florida",NA,2023,960565,41113,919452,4.280085158
Kiowa,40075,442.93182078904874,390.14764824857934,"Kiowa County, Oklahoma",NA,2023,8458,35,8423,0.413809411
Franklin,05047,537.0600417520883,376.8734978633555,"Franklin County, Arkansas",NA,2023,17220,81,17139,0.470383275
Pawnee,40117,485.22399947103446,359.68849145334883,"Pawnee County, Oklahoma",NA,2023,15689,78,15611,0.497163618
Johnston,40069,485.3423862343685,404.85340686448103,"Johnston County, Oklahoma",NA,2023,10334,130,10204,1.257983356
Harrison,29081,532.4421222580542,266.77234312513156,"Harrison County, Missouri",NA,2023,8198,68,8130,0.829470603
Covington,28031,622.0298584955749,461.92103160026033,"Covington County, Mississippi",NA,2023,18226,51,18175,0.279820037
Wahkiakum,53069,74.1157050799299,70.29847424097747,"Wahkiakum County, Washington",NA,2023,4573,95,4478,2.07741089
Clay,12019,774.5720826413578,483.3916809256906,"Clay County, Florida",NA,2023,223436,4418,219018,1.977299987
Schoolcraft,26153,652.4144561051846,126.60018095108217,"Schoolcraft County, Michigan",NA,2023,8093,58,8035,0.716668726
Douglas,55031,561.9471629140289,127.55550845744274,"Douglas County, Wisconsin",NA,2023,44197,358,43839,0.810009729
Macon,13193,725.3515766120333,435.72721657794636,"Macon County, Georgia",NA,2023,11953,332,11621,2.777545386
Claiborne,22027,554.5483116625171,438.29922136946516,"Claiborne Parish, Louisiana",NA,2023,14019,32,13987,0.228261645
Sonoma,06097,31.66254322746454,242.23271733601362,"Sonoma County, California",NA,2023,485642,41928,443714,8.633520165
McClain,40087,470.19239578360083,389.86857456413196,"McClain County, Oklahoma",NA,2023,43779,758,43021,1.731423742
Gage,31067,486.18672066438813,269.2082932674669,"Gage County, Nebraska",NA,2023,21646,64,21582,0.295666636
Morris,48343,521.908874755111,432.7272808228252,"Morris County, Texas",NA,2023,12014,456,11558,3.795571833
Oklahoma,40109,472.27718318201755,376.9682071731802,"Oklahoma County, Oklahoma",NA,2023,800487,52823,747664,6.598857945
Hopkins,48223,506.3265667512822,432.07070478986253,"Hopkins County, Texas",NA,2023,37351,2293,35058,6.139059195
Montgomery,36057,851.3607164587812,169.1061041577747,"Montgomery County, New York",NA,2023,49461,594,48867,1.2009462
Osage,40113,491.032835595471,351.39032047186487,"Osage County, Oklahoma",NA,2023,45963,284,45679,0.617888301
Santa Rosa,12113,672.3758558840935,479.47955536694553,"Santa Rosa County, Florida",NA,2023,193719,3118,190601,1.60954785
Seminole,12117,790.556110995314,510.0977153548329,"Seminole County, Florida",NA,2023,474912,27774,447138,5.848241358
Baker,13007,720.5542760860113,459.98421028126177,"Baker County, Georgia",NA,2023,2830,65,2765,2.296819788
Dade,13083,691.2742753568025,381.47832004789416,"Dade County, Georgia",NA,2023,16196,98,16098,0.605087676
Dougherty,13095,724.4047449902977,454.95383002367186,"Dougherty County, Georgia",NA,2023,83915,1024,82891,1.220282429
Mitchell,13205,725.8135120361785,462.0343914151383,"Mitchell County, Georgia",NA,2023,21441,312,21129,1.45515601
Seminole,13253,713.4986931577544,469.3024677271195,"Seminole County, Georgia",NA,2023,9117,58,9059,0.63617418
Payne,40119,480.2743802777394,364.6382578064367,"Payne County, Oklahoma",NA,2023,82290,3767,78523,4.577712966
Pickett,47137,693.638150906207,342.9476026341628,"Pickett County, Tennessee",NA,2023,5062,6,5056,0.118530225
Green,21087,684.713651560527,328.0885489653339,"Green County, Kentucky",NA,2023,11278,11,11267,0.097535024
Rockwall,48397,490.30314607823027,437.81063289421104,"Rockwall County, Texas",NA,2023,116931,3926,113005,3.357535641
Hudspeth,48229,317.09868265494566,461.47524237740504,"Hudspeth County, Texas",NA,2023,3331,860,2471,25.81807265
Roane,54087,753.7938371284047,285.48595989454566,"Roane County, West Virginia",NA,2023,13921,30,13891,0.21550176
McCreary,21147,705.0317341686551,337.9310698862258,"McCreary County, Kentucky",NA,2023,16905,30,16875,0.177462289
Wayne,28153,638.2812497861721,461.10139000362136,"Wayne County, Mississippi",NA,2023,19699,788,18911,4.000203056
Grant,55043,585.3782855140669,207.25966632569492,"Grant County, Wisconsin",NA,2023,51678,380,51298,0.735322574
Concordia,22029,582.3850377488181,467.89985908287747,"Concordia Parish, Louisiana",NA,2023,18325,439,17886,2.395634379
Smith,48423,512.666645011437,449.93719340723703,"Smith County, Texas",NA,2023,238014,11744,226270,4.934163537
Franklin,36033,844.8733865777585,129.8210354538427,"Franklin County, New York",NA,2023,47066,540,46526,1.147325033
Tensas,22107,587.1937890743461,456.0223504817542,"Tensas Parish, Louisiana",NA,2023,3992,22,3970,0.551102204
Wilkinson,28157,589.4049220507544,474.7675566914934,"Wilkinson County, Mississippi",NA,2023,8376,0,8376,0
Claiborne,28021,595.5162029042709,456.53997342973065,"Claiborne County, Mississippi",NA,2023,8908,48,8860,0.538841491
Clarke,28023,637.8075182279672,452.1318001068843,"Clarke County, Mississippi",NA,2023,15424,24,15400,0.15560166
Faulk,46049,447.68860736525465,158.67665779521042,"Faulk County, South Dakota",NA,2023,2137,2,2135,0.093589144
Lawrence,47099,655.8891338483645,377.66983057956645,"Lawrence County, Tennessee",NA,2023,44901,288,44613,0.641411104
Forrest,28035,628.5958607427054,472.33977519198675,"Forrest County, Mississippi",NA,2023,78027,1420,76607,1.819882861
Lewis,53041,90.37106552714411,68.48070988400873,"Lewis County, Washington",NA,2023,83925,2533,81392,3.018170986
Pittsylvania,51143,795.2619871662673,321.83211308649936,"Pittsylvania County, Virginia",NA,2023,60148,395,59753,0.65671344
Hampshire,54027,798.5449297296382,263.4456628175753,"Hampshire County, West Virginia",NA,2023,23340,42,23298,0.179948586
Yuba,06115,59.992423747386916,234.76968979960935,"Yuba County, California",NA,2023,83079,3578,79501,4.306744183
Yazoo,28163,603.639792824119,437.8322389655364,"Yazoo County, Mississippi",NA,2023,26837,833,26004,3.103923687
Potter,42105,800.2839904486927,206.65451121801573,"Potter County, Pennsylvania",NA,2023,16276,80,16196,0.491521258
Hidalgo,48215,452.0114944925537,584.9600653926991,"Hidalgo County, Texas",NA,2023,880921,156621,724300,17.77923333
Northampton,51131,854.8702995419492,297.2993234208233,"Northampton County, Virginia",NA,2023,12115,441,11674,3.640115559
Lewis,36049,830.795905590811,153.538529849787,"Lewis County, New York",NA,2023,26618,172,26446,0.646179277
Schley,13249,720.4363865609598,439.07857755834016,"Schley County, Georgia",NA,2023,4539,4,4535,0.088125138
Clayton,19043,574.92776179712,208.9581873155267,"Clayton County, Iowa",NA,2023,17069,157,16912,0.919796122
Chowan,37041,846.7884535128111,327.63873055455184,"Chowan County, North Carolina",NA,2023,13814,141,13673,1.020703634
Marshall,01095,677.9193253402655,395.1425582441383,"Marshall County, Alabama",NA,2023,98712,4949,93763,5.013574844
Broome,36007,832.6512751734672,191.01671436192612,"Broome County, New York",NA,2023,197738,6503,191235,3.288695142
Schenectady,36093,857.8944633027984,168.94653410274054,"Schenectady County, New York",NA,2023,159603,5825,153778,3.64968077
Brazos,48041,491.79955547543113,488.4497433898364,"Brazos County, Texas",NA,2023,237980,19556,218424,8.217497269
Culpeper,51047,813.028385046258,279.9310447991424,"Culpeper County, Virginia",NA,2023,53563,3127,50436,5.837985176
Burleson,48051,486.4259028124045,493.0359295804347,"Burleson County, Texas",NA,2023,18327,908,17419,4.954438806
Harrison,28047,632.2284277750907,487.24021385837966,"Harrison County, Mississippi",NA,2023,209443,4436,205007,2.117998692
Delta,48119,503.4100881867095,426.56052226748807,"Delta County, Texas",NA,2023,5345,35,5310,0.654817587
Washington,49053,186.6188344350534,308.90315073160775,"Washington County, Utah",NA,2023,189827,6481,183346,3.414161315
Montour,42093,823.8356569144605,218.56022045547329,"Montour County, Pennsylvania",NA,2023,18079,561,17518,3.103047735
Crockett,48105,394.1701948427682,483.47914160372613,"Crockett County, Texas",NA,2023,2881,243,2638,8.434571329
Volusia,12127,791.7112361913017,502.7337191798647,"Volusia County, Florida",NA,2023,568229,18117,550112,3.188327241
Steuben,36101,805.9195989120393,193.14002566506122,"Steuben County, New York",NA,2023,93034,1290,91744,1.386589849
Racine,55101,629.3483860721744,206.7424489434967,"Racine County, Wisconsin",NA,2023,196888,5374,191514,2.729470562
Hot Spring,05059,556.8627942769235,404.924766384842,"Hot Spring County, Arkansas",NA,2023,33142,102,33040,0.30776658
Humboldt,19091,527.6986773027226,211.4877324756431,"Humboldt County, Iowa",NA,2023,9573,289,9284,3.018907344
Crawford,29055,581.0750252360052,319.59060895537135,"Crawford County, Missouri",NA,2023,22890,57,22833,0.249017038
Yellow Medicine,27173,500.1191246036883,167.5373593311972,"Yellow Medicine County, Minnesota",NA,2023,9509,180,9329,1.892943527
Henry,13151,720.0810606077229,411.36661338106944,"Henry County, Georgia",NA,2023,245417,6537,238880,2.663629659
Bullock,01011,694.4281945417455,445.4031740255978,"Bullock County, Alabama",NA,2023,10157,211,9946,2.077385055
Merced,06047,60.35198543134125,281.93725788621225,"Merced County, California",NA,2023,285597,43127,242470,15.10064882
James City,51095,838.6915396715118,301.9616522633978,"James City County, Virginia",NA,2023,80046,2083,77963,2.602253704
Jackson,22049,563.6686641556245,450.3429932845675,"Jackson Parish, Louisiana",NA,2023,14939,268,14671,1.793962113
Gates,37073,845.0990069554639,321.4225123007571,"Gates County, North Carolina",NA,2023,10437,59,10378,0.565296541
La Crosse,55063,577.619782055064,183.89711736662855,"La Crosse County, Wisconsin",NA,2023,120262,947,119315,0.787447406
Taylor,13269,720.7917992694729,431.78048266962503,"Taylor County, Georgia",NA,2023,7786,84,7702,1.078859491
Pasquotank,37139,851.9063054276769,322.6985190821357,"Pasquotank County, North Carolina",NA,2023,40830,423,40407,1.036002939
Fauquier,51061,813.5593770355262,272.3039732358459,"Fauquier County, Virginia",NA,2023,73935,3068,70867,4.149590857
Orange,51137,813.9665385431756,285.85576907678904,"Orange County, Virginia",NA,2023,37208,784,36424,2.107073748
Chenango,36017,833.928508232623,182.09915144285924,"Chenango County, New York",NA,2023,46685,551,46134,1.180250616
Lynchburg,51680,796.6538565157208,308.418996557549,"Lynchburg city, Virginia",NA,2023,79255,2159,77096,2.724118352
Coal,40029,492.5505327485135,399.5515342981726,"Coal County, Oklahoma",NA,2023,5275,23,5252,0.436018957
Hughes,40063,493.01599768497834,388.57304894945196,"Hughes County, Oklahoma",NA,2023,13411,203,13208,1.513682798
Lee,48287,479.83403374798894,496.68264648867046,"Lee County, Texas",NA,2023,17758,873,16885,4.916094155
Campbell,51031,798.8971265053793,312.094269792074,"Campbell County, Virginia",NA,2023,55398,1098,54300,1.982021012
Pontotoc,40123,485.2658653795827,396.19820675501126,"Pontotoc County, Oklahoma",NA,2023,38158,360,37798,0.943445673
Washoe,32031,98.569557312954,210.0383615721796,"Washoe County, Nevada",NA,2023,491770,36504,455266,7.422982288
Sullivan,36105,851.4915218293455,197.09358021173142,"Sullivan County, New York",NA,2023,79147,4308,74839,5.443036375
Cumberland,42041,817.8969025667444,240.25426300391564,"Cumberland County, Pennsylvania",NA,2023,264422,8233,256189,3.11358359
Lewis,54041,767.5764041613147,275.89275810007155,"Lewis County, West Virginia",NA,2023,16808,0,16808,0
Jefferson Davis,22053,560.4100470796601,496.4633500325263,"Jefferson Davis Parish, Louisiana",NA,2023,32083,125,31958,0.389614438
Logan,31113,422.5468556073313,237.62523046688625,"Logan County, Nebraska",NA,2023,812,4,808,0.492610837
Russell,01113,703.8344846783875,439.79838859424285,"Russell County, Alabama",NA,2023,58858,654,58204,1.111148867
Sharp,05135,579.5668924900026,361.82100695764746,"Sharp County, Arkansas",NA,2023,17597,104,17493,0.591009831
Tulare,06107,89.6435992338611,312.49091423561913,"Tulare County, California",NA,2023,475774,64170,411604,13.48749616
